N,P,K,temperature,humidity,ph,rainfall,label,Year before price(/quintal),Current price(/quintal),Percentage increase in price,recomandation
18,57,21,27.37659643,63.93927841,6.155915975,49.47371773,lentil,6089,4645,-23.71489571,No
31,58,15,28.31886863,60.19461399,6.167855382,45.36521251,lentil,5543,7781,40.37524806,lentil
28,58,25,27.4818649,62.04814951,6.861640036,37.81123974,lentil,6128,9134,49.0535248,lentil
5,65,19,18.28072173,68.10365387,6.978361689,48.80253285,lentil,6681,4001,-40.11375543,No
16,65,19,27.61204997,69.29786244,7.043160241,42.72374404,lentil,5543,5825,5.087497745,lentil
34,65,19,23.43974653,63.22011726,5.94239222,45.40277297,lentil,3584,5474,52.734375,lentil
14,69,19,20.95628486,63.68128841,7.239455147,52.39881209,lentil,3693,6421,73.86948281,lentil
22,55,16,23.7937153,68.03209183,6.516317561,49.73922097,lentil,7683,5404,-29.6628921,No
24,61,17,22.6371424,65.44544859,6.233269045,38.30411077,lentil,4543,6011,32.31344926,lentil
2,79,15,21.53577883,65.47227704,7.505283615,35.75107592,lentil,6891,4292,-37.71586127,No
26,63,17,29.87854588,65.73085206,6.950300686,44.95654782,lentil,7693,5112,-33.5499805,No
27,61,15,25.2653291,67.10004577,6.958054839,48.33941188,lentil,3441,9382,172.6532985,lentil
24,70,16,25.17885316,68.93307305,6.54803469,35.03484812,lentil,4903,7433,51.60106058,lentil
13,74,25,24.12192608,61.09533545,6.461618577,44.23629285,lentil,7257,4101,-43.48904506,No
6,64,23,23.33565221,67.40460704,7.065264073,36.18678721,lentil,3942,5375,36.35210553,lentil
12,58,23,21.74600081,63.39503184,6.765091462,50.43306085,lentil,3795,8631,127.43083,lentil
32,79,22,27.60195453,63.46170674,5.91645379,54.37814199,lentil,5214,7455,42.98043728,lentil
6,68,18,24.388717,62.50453062,6.711341147,47.26052494,lentil,7953,9443,18.73506853,lentil
10,79,20,24.98287462,66.895409,6.379881442,38.21370568,lentil,7990,5812,-27.25907384,No
38,77,22,28.234829,69.3159965,6.313284268,35.36831423,lentil,7010,4667,-33.42368046,No
17,74,17,26.03026959,69.55863145,7.393210848,37.11395801,lentil,3070,5595,82.247557,lentil
26,68,24,28.04849594,64.07691942,7.504930973,37.15824966,lentil,6591,9089,37.90016689,lentil
23,75,17,24.87425505,64.00213929,7.198076286,48.28137482,lentil,5253,4258,-18.94155721,No
32,78,22,23.97081395,62.35557553,7.007037515,53.40906048,lentil,7648,6847,-10.47332636,No
19,79,19,20.06003985,67.76252583,6.677262562,42.89509057,lentil,5675,4155,-26.78414097,No
22,60,18,19.59221047,61.28633405,6.74398035,41.7704893,lentil,6342,9892,55.9760328,lentil
28,69,16,29.77013109,66.29327012,6.547361618,35.69674138,lentil,4759,5876,23.4713175,lentil
1,67,21,27.52135365,60.53657684,6.551577598,48.06491307,lentil,3493,9297,166.1608932,lentil
12,67,23,25.62896213,63.14909763,6.585020303,45.49683991,lentil,4865,4747,-2.425488181,No
36,67,20,20.39078312,60.47528931,6.924042372,53.31508572,lentil,5301,4662,-12.05432937,No
28,70,21,25.39038396,60.4989659,7.437373666,39.18374505,lentil,4658,8740,87.63417776,lentil
12,71,19,24.91079638,60.71367427,7.142611056,42.19740397,lentil,6048,9237,52.7281746,lentil
22,68,16,27.70496805,63.20915034,7.74672376,37.46160727,lentil,5159,7677,48.80790851,lentil
26,66,22,18.06486101,65.1034354,6.300479414,51.54922825,lentil,6639,8686,30.83295677,lentil
16,65,16,18.13027797,62.45851612,6.078724107,50.6128521,lentil,7687,9717,26.40822167,lentil
14,59,22,23.82723528,67.89815262,6.76660668,46.90725077,lentil,7451,6705,-10.01207892,No
33,59,19,23.19305333,62.74710773,7.641024177,49.55213308,lentil,7143,8500,18.99762005,lentil
21,63,17,25.08966129,68.17543102,6.559681838,41.45486619,lentil,4790,9234,92.77661795,lentil
0,69,21,25.86928193,61.88321072,7.072923306,36.68284038,lentil,5211,7991,53.34868547,lentil
10,75,17,18.43966037,68.05394959,7.732194788,39.00992137,lentil,5792,7125,23.01450276,lentil
30,61,18,27.14911056,67.02664337,6.157782589,52.50812701,lentil,5491,7293,32.81733746,lentil
0,74,17,23.33375853,64.50515776,7.240988401,47.01510708,lentil,3593,6317,75.81408294,lentil
35,74,22,26.7230014,62.96841833,6.898905799,42.87274897,lentil,7472,9443,26.37847966,lentil
7,63,24,19.55750776,64.45268309,6.818681086,53.04669416,lentil,3921,7892,101.2751849,lentil
9,56,17,26.13708256,66.7729209,6.261937875,46.48280681,lentil,5941,5112,-13.95387982,No
14,74,15,27.99990346,65.57653373,6.493036868,49.94043064,lentil,6769,7672,13.34022751,lentil
14,76,20,29.05941162,62.10652364,7.042474679,36.5011366,lentil,3075,7346,138.8943089,lentil
36,65,16,25.71269843,64.1123333,7.692013657,50.17067771,lentil,5907,6175,4.536990012,lentil
28,67,21,21.79792649,63.73086065,6.250994223,46.62370222,lentil,3633,7231,99.03660886,lentil
28,79,16,24.70626432,60.26854183,6.052184881,53.12442925,lentil,5348,5822,8.863126402,lentil
40,61,22,20.94981756,65.8108757,7.002216044,44.23913012,lentil,5380,5585,3.810408922,No
10,70,19,24.84918386,68.98088448,7.272427638,41.61080544,lentil,6222,9999,60.70395371,lentil
12,80,19,21.91041045,65.21662467,5.962001484,36.10211371,lentil,3179,8612,170.9027996,lentil
37,77,20,25.93381964,68.70533022,7.080506001,51.02372773,lentil,5190,4451,-14.238921,No
0,67,22,29.82112112,69.4073209,6.593798387,51.56461082,lentil,3799,9547,151.3029745,lentil
7,73,25,27.52185591,63.13215259,7.28805662,45.20841071,lentil,4084,9501,132.639569,lentil
10,56,18,27.99627907,68.6428593,7.32710972,46.10585191,lentil,7862,6611,-15.91198168,No
39,70,15,20.76774783,63.90164154,6.366355781,47.9271552,lentil,3283,5242,59.67103259,lentil
26,56,22,23.05276444,60.424786,7.011121216,52.60285259,lentil,4620,7834,69.56709957,lentil
9,77,17,21.65845777,63.58337146,6.280725549,38.07659414,lentil,4382,6075,38.63532634,lentil
4,59,19,26.25070298,67.62779652,7.621494566,40.8106299,lentil,6525,9174,40.59770115,lentil
34,73,15,20.97195263,63.83179889,7.630424083,53.10207889,lentil,3654,4077,11.57635468,lentil
33,77,15,23.89736406,66.32102048,7.802212437,40.74536757,lentil,6349,6287,-0.976531737,No
2,24,38,24.55981624,91.63536236,5.922935513,111.9684622,pomegranate,8449,27454,224.9378625,pomegranate
6,18,37,19.65690085,89.93701023,5.937649578,108.0458926,pomegranate,27907,24215,-13.22965564,No
8,26,36,18.78359608,87.4024767,6.804781106,102.5184759,pomegranate,16452,9916,-39.72769268,No
37,18,39,24.1469628,94.5110662,6.424670614,110.2316633,pomegranate,18778,12619,-32.79902013,No
0,27,38,22.44581266,89.90147027,6.738016221,109.3905998,pomegranate,8262,26935,226.0106512,pomegranate
31,25,38,24.96273236,92.40501423,6.497366677,109.4169192,pomegranate,26383,32000,21.29022477,pomegranate
21,21,38,22.5526059,89.3259486,6.327673765,104.8955643,pomegranate,26665,31897,19.62122633,pomegranate
6,30,40,22.77035608,91.45498527,6.36137446,106.9659201,pomegranate,12239,18011,47.16071574,pomegranate
25,27,41,19.20090378,94.27659596,6.923509371,108.0423555,pomegranate,12856,18230,41.80149347,pomegranate
15,11,38,23.12808226,92.68328358,6.630646083,109.3930157,pomegranate,16984,8425,-50.39448893,No
14,5,36,24.92639065,85.19098079,5.832525853,104.7693804,pomegranate,19778,31248,57.99373041,pomegranate
16,10,41,24.77464458,85.63608688,6.738993954,105.7595811,pomegranate,19591,27391,39.8142004,pomegranate
36,7,37,19.8671184,86.35590206,5.782435567,108.3168858,pomegranate,12927,16343,26.42531136,pomegranate
4,20,41,24.26601316,93.7974061,6.537042717,104.5375109,pomegranate,10591,25990,145.3970352,pomegranate
29,22,40,23.62600218,89.73266695,6.145104401,107.6836871,pomegranate,20071,9163,-54.34706791,No
16,15,42,19.67832052,89.08935702,6.890784045,108.5468633,pomegranate,22016,20200,-8.248546512,No
18,27,41,22.36509395,92.30882391,7.175344328,104.8216333,pomegranate,14479,12443,-14.0617446,No
11,18,42,21.57936934,94.88267728,5.938528744,102.8593382,pomegranate,13679,18238,33.32845968,pomegranate
5,15,38,18.26233221,88.16779129,5.709380472,108.0756727,pomegranate,25986,16017,-38.36296467,No
18,23,44,23.71028128,89.61794165,6.184400085,105.6499907,pomegranate,10797,24363,125.6460128,pomegranate
9,8,40,22.48720144,89.9224883,6.553509673,111.6631582,pomegranate,10863,10478,-3.544140661,No
40,27,45,21.6602498,94.79397419,5.885638185,112.4349689,pomegranate,23356,8756,-62.51070389,No
22,23,44,20.13037175,89.31505137,6.143874691,107.3416913,pomegranate,25378,20952,-17.44030262,No
9,16,39,18.41164435,91.11927248,6.101198974,105.1834976,pomegranate,26457,14741,-44.28317648,No
12,29,40,19.68291173,89.75272999,6.594037135,111.2818551,pomegranate,25869,13330,-48.47114307,No
0,17,42,23.20242586,91.19442671,6.859840821,109.0946323,pomegranate,24214,11820,-51.18526472,No
2,21,44,18.92157197,87.31290342,6.56893406,102.8013275,pomegranate,8824,12758,44.58295558,pomegranate
28,6,40,22.10621387,91.34039616,6.769855664,106.8704803,pomegranate,15271,21744,42.38753192,pomegranate
8,23,44,18.47412402,89.68919664,7.130837931,108.4758509,pomegranate,17450,29159,67.10028653,pomegranate
29,16,36,19.81069447,88.92944254,5.740338002,102.860084,pomegranate,27559,16121,-41.50368301,No
17,18,43,24.4880844,90.83687246,5.843005428,103.1969341,pomegranate,14358,9267,-35.45758462,No
34,21,42,18.75927679,89.93457597,6.648687274,111.0196744,pomegranate,17567,18687,6.375590596,pomegranate
21,23,42,19.54128063,90.29751796,6.902751061,104.3739878,pomegranate,10256,19905,94.08151326,pomegranate
25,17,40,18.91251245,87.74938524,6.608023872,111.2800516,pomegranate,8247,8634,4.692615497,pomegranate
8,25,36,19.91330523,94.95031368,6.828522375,104.0277061,pomegranate,12828,32171,150.7873402,pomegranate
26,18,42,19.72620525,89.64934166,6.910374919,108.2287276,pomegranate,24107,14061,-41.67254324,No
4,19,42,23.83185873,87.84034604,6.306605528,111.2232716,pomegranate,12457,13052,4.776430922,pomegranate
36,24,41,24.94467632,94.25702672,7.009180374,103.8799347,pomegranate,14025,12049,-14.08912656,No
5,24,40,24.692258,93.87030088,6.297907579,104.6735454,pomegranate,9489,23003,142.4175361,pomegranate
19,17,39,24.72485577,85.56083187,6.728599215,111.2787584,pomegranate,21933,30047,36.9944832,pomegranate
39,30,38,20.12644921,87.59629625,6.965156738,108.065579,pomegranate,13581,32990,142.912893,pomegranate
5,29,44,21.02432943,93.0569505,5.578095745,104.7847006,pomegranate,9972,9941,-0.310870437,No
4,24,43,22.40423537,88.1508343,7.199504273,109.8695196,pomegranate,15037,12466,-17.09782536,No
38,21,35,20.33691147,89.38003827,5.841367187,110.9653137,pomegranate,20381,8576,-57.92159364,No
37,11,36,24.24779615,85.56033312,6.710143266,106.9216033,pomegranate,18704,14916,-20.25235244,No
9,25,41,24.81530144,91.90842992,5.972714857,109.2853418,pomegranate,21443,29552,37.81653687,pomegranate
29,22,43,19.66329768,87.95158129,5.561851831,106.0380805,pomegranate,9867,15748,59.60271612,pomegranate
5,21,38,22.43377991,90.3396556,6.107054808,112.459697,pomegranate,14752,25500,72.85791757,pomegranate
22,26,38,22.92052307,85.12912161,6.988035315,110.2437841,pomegranate,19015,19054,0.205101236,No
4,18,37,22.91843172,85.40695044,7.13147457,106.2817706,pomegranate,10890,9725,-10.69788797,No
21,6,41,24.88244467,89.39686219,7.086947687,107.1951707,pomegranate,20166,30942,53.43647724,pomegranate
29,21,45,23.40981539,93.13277,6.749260456,105.2240743,pomegranate,24506,20185,-17.63241655,No
23,5,44,21.20725375,94.26304717,7.16300467,107.5660804,pomegranate,8191,10136,23.74557441,pomegranate
13,7,43,18.20230419,91.12282162,7.013481515,109.6623974,pomegranate,12434,22183,78.40598359,pomegranate
5,13,37,22.34375696,89.7870345,5.648243649,103.3183074,pomegranate,14656,15841,8.085425764,pomegranate
27,24,41,24.32770134,90.88292835,6.610251186,110.4606459,pomegranate,27418,32297,17.79487928,pomegranate
7,23,35,19.75088482,88.71691157,7.054313823,102.5538035,pomegranate,21183,29741,40.40032101,pomegranate
12,20,39,19.86173586,86.19740917,6.026999326,111.0217929,pomegranate,20961,15018,-28.35265493,No
4,19,43,18.07132963,93.14554876,5.779427402,106.3602023,pomegranate,11105,24864,123.8991445,pomegranate
3,9,45,23.89162561,89.61850203,6.535244251,104.617522,pomegranate,21232,14110,-33.54370761,No
1,27,36,23.98598756,93.34236582,5.684995235,104.991282,pomegranate,25630,25144,-1.896215373,No
23,30,44,20.93892916,85.42912869,6.12476108,103.0295938,pomegranate,10306,8424,-18.26120706,No
24,21,42,20.82210727,87.22815682,6.999014379,109.4429934,pomegranate,18367,25639,39.59274786,pomegranate
13,30,37,20.86474944,91.61793636,6.277148771,106.8685636,pomegranate,18666,27093,45.14625522,pomegranate
40,11,44,24.45840036,86.10874614,6.322396027,111.3779693,pomegranate,9499,14389,51.47910306,pomegranate
21,9,40,24.51147697,90.64498715,5.956401828,105.6209954,pomegranate,17958,26956,50.10580243,pomegranate
3,27,44,24.56811204,92.03009222,6.591302797,110.9633894,pomegranate,27957,21139,-24.38745216,No
40,29,42,24.63228709,89.01574455,7.104094929,110.6956184,pomegranate,19035,28973,52.20908852,pomegranate
14,25,40,20.07386547,90.97819712,6.407872061,103.7084055,pomegranate,16605,29675,78.71123156,pomegranate
38,14,37,21.80523051,94.63612858,6.658402594,102.6488846,pomegranate,13392,9842,-26.5083632,No
34,9,36,22.8122645,86.34233767,6.276038961,110.4432293,pomegranate,26618,27143,1.972349538,No
32,14,37,22.73031253,88.48567856,6.825256236,104.6843243,pomegranate,9083,25071,176.0211384,pomegranate
18,21,35,23.2801227,94.94330457,6.368560522,111.1382096,pomegranate,27055,25950,-4.084272778,No
8,23,38,19.30106297,87.1775172,7.005410734,105.4766591,pomegranate,9207,26708,190.083632,pomegranate
15,6,41,19.0087067,88.83768149,6.897368477,108.6793978,pomegranate,10417,19375,85.99404819,pomegranate
0,5,36,24.35193812,90.88612388,6.152906502,105.529185,pomegranate,10738,9417,-12.30210467,No
22,9,44,24.72235539,88.87651295,5.744361602,112.1926517,pomegranate,20342,9080,-55.36328778,No
14,8,43,21.92513945,94.46485312,7.051654924,111.7162016,pomegranate,21870,16455,-24.75994513,No
31,11,45,24.83954414,86.88738076,6.034612928,107.6435771,pomegranate,24222,17449,-27.96218314,No
39,17,45,18.09691127,90.42177379,6.924490731,104.88189,pomegranate,25342,23686,-6.534606582,No
10,5,42,20.24104904,91.08706822,6.887005997,109.2537734,pomegranate,19122,19752,3.294634452,No
8,28,38,23.22594,94.42971362,6.8444019,105.6917856,pomegranate,12905,14452,11.9876017,pomegranate
32,13,42,23.50128217,92.97527546,5.786058032,106.61905,pomegranate,13391,26925,101.0678814,pomegranate
18,9,40,19.44623085,89.02127045,5.627186257,106.1606833,pomegranate,15810,28895,82.76407337,pomegranate
20,27,41,20.51343484,92.51675903,5.700088663,110.5764023,pomegranate,8493,27294,221.3705404,pomegranate
39,25,36,18.90223032,94.99897537,5.567805185,107.6103211,pomegranate,27329,10471,-61.68538915,No
20,7,45,18.90592319,89.24126808,6.077886012,112.4750941,pomegranate,16570,14474,-12.64936632,No
11,10,45,22.63045168,88.45577158,6.397995609,109.0357597,pomegranate,11718,21990,87.66001024,pomegranate
40,18,43,19.38603815,86.79058496,5.767372539,109.9130984,pomegranate,22072,27911,26.45433128,pomegranate
3,26,39,24.38318965,91.19431555,7.079973241,103.6012114,pomegranate,19086,19943,4.490202242,pomegranate
9,16,36,23.77989026,92.93386903,5.893332378,106.977723,pomegranate,11572,13231,14.33632907,pomegranate
30,20,38,22.59890174,93.16343942,7.058222596,110.0932899,pomegranate,7276,26768,267.8944475,pomegranate
40,9,41,24.37766782,85.4017118,5.78270695,106.128338,pomegranate,9465,12373,30.72371896,pomegranate
40,30,35,20.89273273,91.07776977,6.269663963,104.4407083,pomegranate,8999,30145,234.9816646,pomegranate
32,25,35,18.09903225,85.70786282,5.892913826,107.0050976,pomegranate,24100,21988,-8.763485477,No
33,23,45,20.00218987,85.83618191,7.116538883,112.337046,pomegranate,21263,22778,7.125052909,pomegranate
4,14,41,19.85139326,89.80732335,6.430163481,102.8186358,pomegranate,16958,28398,67.46078547,pomegranate
13,17,45,21.25433607,92.65058936,7.159520979,106.2784673,pomegranate,18169,12544,-30.95932633,No
39,24,39,23.65374106,93.32657504,6.431265737,109.8076178,pomegranate,14183,9629,-32.10886272,No
8,28,37,23.88404783,86.20613842,6.082571701,108.3121789,pomegranate,16949,10721,-36.74553071,No
91,94,46,29.36792366,76.24900101,6.149934034,92.82840911,banana,868,975,12.32718894,banana
105,95,50,27.33368994,83.67675197,5.849076099,101.0494791,banana,817,947,15.91187271,banana
108,92,53,27.40053601,82.96221306,6.276800323,104.9378,banana,786,862,9.669211196,banana
86,76,54,29.3159075,80.11585705,5.926824754,90.10978128,banana,843,933,10.67615658,banana
80,77,49,26.05433004,79.39654531,5.519088423,113.2297373,banana,818,977,19.43765281,banana
93,94,53,25.86632408,84.42379269,6.079178788,114.5357503,banana,784,829,5.739795918,banana
90,92,55,27.00932084,80.18546798,6.13465588,97.32531705,banana,762,840,10.23622047,banana
108,89,53,29.55054817,78.06762846,5.808497604,99.34482238,banana,799,984,23.15394243,banana
108,88,55,26.28845991,83.390039,5.891458107,113.8729798,banana,968,986,1.859504132,No
105,77,52,29.16226551,76.16151562,5.816622479,100.0075679,banana,897,920,2.564102564,No
118,88,52,28.65003945,82.68752542,5.843163161,98.75084366,banana,881,897,1.816118048,No
101,87,54,29.07311132,76.50045221,6.376756633,100.1692639,banana,965,914,-5.284974093,No
95,75,50,28.08166093,75.26429821,5.623615687,118.2761894,banana,705,833,18.15602837,banana
106,85,53,27.1994597,78.8086068,5.91505509,99.72430835,banana,874,991,13.38672769,banana
86,95,49,28.05484146,78.04602887,6.458714879,108.3957179,banana,812,884,8.866995074,banana
83,79,55,25.14748006,83.34688193,5.565028635,98.66679427,banana,910,819,-10,No
85,95,47,25.94019018,78.3422098,6.211833161,119.84797,banana,851,942,10.693302,banana
109,79,45,27.66752761,79.68542782,6.490074429,108.66464,banana,854,947,10.88992974,banana
100,76,45,25.56703012,75.94067692,5.590236025,102.7867717,banana,717,885,23.43096234,banana
117,86,48,28.6956201,82.54195839,6.225225239,116.1616839,banana,949,858,-9.589041096,No
114,94,53,26.33544853,76.8532006,6.190757459,118.6858263,banana,996,983,-1.305220884,No
110,78,50,25.93730186,78.89864446,5.915568968,98.21747528,banana,812,928,14.28571429,banana
94,70,48,25.13686519,84.88394407,6.195152442,91.46442491,banana,941,985,4.675876727,banana
80,71,47,27.50527651,80.79783998,6.156373499,105.0776992,banana,895,872,-2.569832402,No
114,79,51,26.21009246,82.34429458,6.313197204,112.0700033,banana,799,888,11.13892365,banana
88,78,45,29.10403455,79.19588629,6.324270089,92.07835761,banana,849,857,0.942285041,No
112,73,48,29.2440638,77.32017166,5.707488987,90.66727868,banana,872,852,-2.293577982,No
117,76,47,25.56202173,77.38229006,6.119216009,93.10247183,banana,814,850,4.422604423,banana
111,87,48,26.3985515,81.36028902,5.571401169,98.16752001,banana,936,942,0.641025641,No
89,83,47,28.09577643,77.79586769,5.63127166,109.5408614,banana,907,827,-8.820286659,No
93,91,47,27.84767901,83.31110751,6.101241579,117.2878912,banana,964,868,-9.958506224,No
92,81,52,27.39341554,81.4654833,6.438137279,94.31102057,banana,736,915,24.32065217,banana
105,74,45,25.14517635,81.38204104,6.098369122,119.218154,banana,971,839,-13.59423275,No
102,71,48,28.65456263,79.28693687,5.695267822,102.4633775,banana,792,915,15.53030303,banana
